Detection method: Serial
Clock = 572368319.000000, Chrono = 630752219, TimeR = 631.000000
Clock = 572368325.000000, Chrono = 630752222, TimeR = 631.000000

GPU use = 0
clockPerSec,1000000
FPS=0.873563
transTime, feedNetTime, netTime, transClock, feedNetClock, netClock
10531, 6552, 1187215, 20895, 850, 1089345
10031, 788, 1192771, 19676, 789, 1089356
13507, 764, 1190196, 26908, 766, 1090549
10187, 782, 1193169, 20329, 784, 1090511
21255, 867, 1194352, 26125, 795, 1092004
15442, 789, 1202035, 30607, 791, 1091394
12025, 789, 1190473, 24007, 792, 1090640
15041, 783, 1186062, 20962, 784, 1088861
10318, 2414, 1182752, 20618, 839, 1089294
11372, 844, 1192387, 22162, 797, 1089842
11141, 765, 1201572, 22230, 768, 1089618
11557, 789, 1191187, 22939, 790, 1091092
13953, 785, 1193239, 23865, 787, 1091544
10874, 792, 1188951, 21435, 785, 1090416
12613, 788, 1184469, 20593, 790, 1088662
13695, 786, 1190691, 27261, 788, 1089608
10567, 764, 1198130, 21094, 766, 1089356
10599, 768, 1195278, 20928, 771, 1090364
12420, 796, 1193907, 24105, 798, 1091432
14295, 773, 1192477, 25054, 775, 1091728
10898, 862, 1196261, 21535, 795, 1091034
17468, 783, 1205605, 20524, 785, 1091477
10906, 787, 1196758, 21795, 789, 1090653
12407, 860, 1207888, 24384, 861, 1090256
16734, 963, 1190858, 23888, 830, 1089264
10866, 983, 1193699, 21711, 855, 1089091
12064, 763, 1206810, 23832, 765, 1089603
10711, 944, 1193601, 21238, 796, 1089708
13746, 783, 1198244, 27310, 786, 1090152
14974, 785, 1199592, 25050, 787, 1090089
10835, 789, 1195010, 21520, 790, 1090143
11219, 790, 1209158, 21710, 792, 1091067
10828, 776, 1198232, 21468, 779, 1090151
11675, 784, 1195843, 22837, 786, 1091324
14041, 790, 1197577, 22366, 791, 1092693
10792, 779, 1200455, 21542, 782, 1091823
12991, 784, 1208913, 25176, 785, 1091535
10607, 798, 1196142, 21057, 800, 1091564
11616, 794, 1196323, 21013, 796, 1090186
10056, 818, 1194970, 20095, 791, 1089024
11129, 829, 1185807, 22102, 831, 1088799
10595, 767, 1195259, 21014, 769, 1090246
11427, 785, 1206624, 22839, 787, 1089772
15844, 788, 1195347, 22045, 790, 1090304
12675, 777, 1199365, 25139, 779, 1091434
11603, 779, 1197306, 22891, 782, 1090711
10130, 788, 1194610, 20115, 789, 1092160
12736, 778, 1209917, 25289, 780, 1091739
10410, 784, 1195153, 20469, 786, 1092023
11588, 777, 1193656, 22987, 779, 1090989
12379, 782, 1195576, 24591, 785, 1090439
13813, 766, 1183376, 23635, 769, 1089647
11301, 791, 1202240, 22442, 793, 1088484
11833, 784, 1192507, 21066, 786, 1089784
13063, 769, 1191063, 25913, 772, 1089827
11712, 768, 1193075, 13610, 771, 1091047
12069, 766, 1194925, 23618, 768, 1093121
10264, 775, 1201383, 20480, 777, 1090452
10287, 836, 1193406, 20421, 838, 1089741
12485, 825, 1182589, 24813, 828, 1089074
11156, 791, 1194041, 14913, 791, 1090886
10724, 793, 1193173, 21280, 795, 1090223
11988, 793, 1194923, 18370, 795, 1090337
10460, 789, 1205442, 20902, 791, 1090476
11372, 782, 1193265, 21858, 784, 1091363
10298, 769, 1196272, 20458, 771, 1090646
12215, 788, 1194080, 23933, 790, 1090962
11913, 852, 1187474, 23655, 855, 1089108
11696, 6217, 1199567, 23221, 912, 1088978
14762, 778, 1189925, 25191, 781, 1088908
11683, 808, 1193870, 23173, 782, 1089652
10284, 783, 1193694, 20521, 785, 1090888
10129, 792, 1192601, 20125, 793, 1091654
12367, 772, 1217634, 24066, 774, 1092229
11575, 787, 1190930, 18244, 789, 1091856
10608, 812, 1191724, 21027, 798, 1090871
10304, 766, 1181182, 20430, 768, 1088301
11372, 788, 1188777, 22521, 789, 1089354
10235, 838, 1192943, 20435, 800, 1090152
12108, 783, 1200998, 16381, 786, 1090869
10851, 786, 1194347, 21653, 789, 1091698
10356, 793, 1192542, 20287, 794, 1091406
10207, 789, 1192380, 20269, 792, 1091134
11505, 761, 1185088, 22826, 764, 1089440
10941, 770, 1199049, 21707, 773, 1089229
10912, 772, 1195250, 21681, 773, 1090666
11852, 790, 1196495, 17828, 793, 1090299
11245, 885, 1195841, 22444, 794, 1090783
12528, 783, 1199776, 24637, 786, 1091823
12059, 792, 1205821, 23990, 794, 1092096
11752, 885, 1197518, 23088, 798, 1092355
11967, 783, 1196113, 16432, 785, 1091162
12717, 862, 1191961, 24905, 791, 1088951
10783, 817, 1187496, 21398, 819, 1088521
10860, 785, 1194798, 19077, 787, 1089421
10954, 892, 1202571, 21859, 798, 1088818
10888, 789, 1197636, 21252, 791, 1089938
12646, 787, 1193709, 25105, 790, 1089961
10675, 766, 1197412, 21200, 769, 1091142
11223, 787, 1201528, 14423, 788, 1092375
11848, 792, 1214830, 23673, 794, 1093366
10806, 875, 1197847, 21222, 791, 1091152
9928, 840, 1198781, 19840, 796, 1091934
11210, 789, 1198721, 21927, 791, 1091380
11526, 815, 1198624, 17402, 778, 1089619
10678, 778, 1208485, 16259, 781, 1091498
10692, 794, 1197702, 21366, 795, 1090407
11027, 853, 1185961, 21850, 855, 1088531
13355, 777, 1226030, 26498, 780, 1092334
11208, 839, 1230780, 22240, 842, 1093289
12377, 782, 1225142, 16651, 783, 1092466
10767, 789, 1210614, 21515, 791, 1090294
11868, 819, 1198058, 23215, 800, 1090905
9966, 812, 1199232, 19728, 788, 1091696
13241, 782, 1199855, 26443, 785, 1091367
14032, 790, 1211774, 20089, 792, 1092732
11091, 822, 1197351, 22038, 800, 1091273
10480, 830, 1194779, 20684, 793, 1089638
10453, 981, 1188552, 20779, 826, 1089113
12946, 3827, 1190056, 25728, 812, 1088805
10986, 874, 1208835, 19009, 797, 1089916
10252, 877, 1198571, 20343, 783, 1090830
10568, 785, 1203704, 17545, 787, 1091694
10133, 786, 1212376, 20247, 787, 1091256
9929, 785, 1199374, 19840, 788, 1089973
10708, 773, 1210295, 21193, 775, 1090017
10783, 791, 1201009, 21392, 793, 1091025
11533, 785, 1200963, 22601, 787, 1090763
18056, 888, 1207401, 28832, 795, 1090779
13016, 817, 1199259, 25857, 792, 1089740
11756, 784, 1211613, 23458, 787, 1091075
11041, 780, 1203520, 21936, 782, 1090400
11760, 765, 1199704, 23469, 767, 1091160
10596, 778, 1198829, 20870, 780, 1090972
10658, 793, 1201329, 21297, 795, 1091010
10472, 878, 1211774, 20779, 789, 1092009
12081, 791, 1199071, 23468, 793, 1092486
10686, 786, 1199276, 21356, 788, 1090840
11787, 834, 1195655, 23399, 791, 1091416
11088, 786, 1196243, 21042, 788, 1090360
10152, 904, 1205744, 20236, 795, 1090504
11463, 830, 1193688, 22779, 833, 1088672
13129, 938, 1187664, 26044, 941, 1089153
10470, 890, 1193520, 20797, 803, 1089777
12624, 793, 1197528, 24820, 795, 1090530
10732, 752, 1196986, 21293, 754, 1090180
10550, 767, 1207123, 21037, 769, 1091035
10843, 902, 1196128, 21508, 790, 1090578
12900, 794, 1198107, 25573, 796, 1091908
14511, 786, 1200824, 19863, 787, 1091580
11348, 792, 1194464, 22462, 793, 1090166
11915, 825, 1211161, 23297, 827, 1090532
11315, 885, 1192663, 22432, 887, 1088908
10117, 2303, 1185994, 20192, 814, 1088641
11234, 832, 1197099, 22269, 787, 1089242
12108, 827, 1193090, 24038, 805, 1089236
14720, 790, 1208732, 22458, 791, 1089646
10233, 766, 1197938, 20447, 768, 1090344
10898, 787, 1196259, 21431, 789, 1092178
11189, 772, 1198820, 22141, 774, 1091849
10539, 787, 1196357, 20795, 789, 1092353
10839, 787, 1203369, 17245, 788, 1089928
10668, 788, 1196852, 21318, 791, 1089991
12896, 791, 1181517, 25287, 792, 1088647
9948, 782, 1190554, 19772, 785, 1088877
10069, 841, 1191715, 20119, 799, 1089819
14264, 775, 1195028, 20671, 776, 1091504
11801, 771, 1205440, 21156, 773, 1090452
12038, 790, 1192149, 23620, 792, 1091346
12555, 789, 1197514, 25041, 791, 1092168
10607, 791, 1192882, 19911, 793, 1090549
12731, 804, 1184466, 24120, 806, 1089395
12537, 791, 1204364, 24360, 792, 1090049
17175, 778, 1200839, 26274, 780, 1089684
11852, 782, 1198003, 20863, 785, 1089843
13989, 783, 1193624, 27129, 785, 1089556
13773, 794, 1194831, 26916, 796, 1091385
11710, 767, 1209827, 23137, 770, 1091872
15964, 778, 1193737, 21897, 781, 1091763
12965, 779, 1197692, 23954, 781, 1091859
11486, 793, 1193400, 22803, 794, 1090277
15019, 905, 1184586, 29674, 872, 1088279
12390, 3837, 1193660, 23718, 789, 1089265
13830, 772, 1201331, 19421, 774, 1088922
12881, 797, 1195179, 25603, 799, 1089725
13953, 790, 1195935, 25656, 792, 1090259
12576, 787, 1197670, 24558, 789, 1091298
10713, 780, 1199609, 21368, 783, 1091853
13320, 787, 1205086, 18875, 789, 1091151
11130, 793, 1194904, 21400, 795, 1091262
13938, 792, 1194539, 27257, 793, 1089750
11524, 770, 1183677, 22873, 772, 1088736
23628, 812, 1193206, 38935, 792, 1088581
18381, 776, 1202176, 21792, 779, 1089266
13397, 769, 1196446, 26560, 772, 1090000
13196, 790, 1194934, 24377, 791, 1089960
12165, 850, 1194852, 24170, 805, 1091529
12945, 793, 1198180, 25680, 795, 1091445
13698, 785, 1204745, 18606, 787, 1091485
10432, 865, 1196285, 20702, 809, 1091097
13557, 891, 1191680, 23224, 802, 1089308
13879, 846, 1180484, 27321, 847, 1088690
13125, 798, 1192940, 23663, 774, 1090264
11423, 793, 1191560, 21438, 795, 1090118
14301, 773, 1204194, 28437, 775, 1091883
13081, 794, 1190380, 17566, 796, 1091441
11907, 857, 1192018, 23634, 787, 1090838
12873, 780, 1179347, 25175, 782, 1092829
14144, 791, 1188726, 25206, 794, 1089694
10860, 768, 1204820, 21417, 770, 1089971
11460, 782, 1193910, 21940, 784, 1089887
12092, 776, 1193891, 22926, 780, 1091399
15279, 787, 1197310, 21824, 789, 1092034
11452, 789, 1194905, 21810, 792, 1091731
15321, 781, 1207548, 29987, 783, 1091039
12709, 843, 1194948, 23922, 845, 1089870
12711, 832, 1184398, 25056, 834, 1088728
12955, 793, 1197264, 23869, 795, 1089801
12420, 778, 1192124, 24675, 781, 1089677
10621, 813, 1196553, 19520, 789, 1090456
12391, 790, 1207423, 24759, 791, 1091335
13751, 786, 1195625, 17530, 788, 1092026
14782, 808, 1200811, 26423, 793, 1091962
12231, 792, 1199703, 17672, 793, 1091540
11883, 782, 1206810, 23352, 783, 1090801
17916, 786, 1208254, 28987, 788, 1092210
13365, 775, 1199417, 22502, 778, 1090842
10426, 837, 1194283, 20171, 795, 1090392
11464, 870, 1187052, 22777, 829, 1089059
13310, 783, 1194289, 25599, 786, 1089784
11695, 762, 1202323, 21285, 764, 1089930
12445, 788, 1197652, 21614, 790, 1090363
11378, 786, 1203479, 22589, 787, 1092127
18849, 793, 1194810, 29261, 795, 1090144
12644, 771, 1198315, 24239, 773, 1091837
16717, 786, 1211254, 31909, 788, 1091937
13308, 784, 1199506, 21604, 786, 1091935
12142, 765, 1199915, 22768, 767, 1091675
10984, 759, 1197304, 20431, 760, 1091881
16139, 822, 1199082, 32068, 800, 1090177
12155, 799, 1200814, 15063, 801, 1090539
20401, 774, 1203707, 32353, 775, 1089034
16438, 2200, 1188454, 27718, 828, 1088937
12842, 893, 1198828, 23111, 791, 1090263
10803, 787, 1197740, 21246, 788, 1090135
12658, 878, 1199340, 25112, 800, 1089307
12007, 786, 1207557, 22551, 789, 1090072
11028, 798, 1200986, 21821, 799, 1091106
15621, 789, 1200886, 28748, 792, 1092510
14047, 770, 1203132, 21698, 772, 1092053
10412, 801, 1198353, 20780, 802, 1091548
12772, 794, 1211602, 23816, 796, 1092066
11434, 774, 1197771, 22850, 776, 1091630
12248, 775, 1198612, 22756, 777, 1089335
13687, 826, 1188395, 23256, 828, 1089159
10543, 788, 1198948, 20960, 791, 1089544
17295, 780, 1207008, 19487, 783, 1089871
10927, 779, 1200896, 20387, 781, 1090428
12678, 788, 1197158, 25126, 790, 1091408
21032, 849, 1197020, 20998, 802, 1090431
12124, 879, 1198371, 24092, 784, 1091611
13293, 782, 1204787, 23490, 783, 1092188
10432, 779, 1197212, 20694, 782, 1091988
12469, 775, 1192702, 24884, 777, 1090896
19657, 784, 1189271, 24329, 786, 1089093
11031, 772, 1185275, 19413, 774, 1088389
10891, 790, 1191264, 19747, 791, 1089085
11539, 813, 1203528, 20237, 786, 1090277
11669, 772, 1193825, 23021, 794, 1089142
18651, 770, 1191970, 22043, 772, 1092149
10366, 778, 1193103, 20607, 780, 1090893
11728, 770, 1189094, 23044, 772, 1090249
11788, 808, 1190991, 18771, 810, 1088255
11375, 847, 1188029, 21888, 776, 1089205
11892, 768, 1199617, 19009, 770, 1091812
13994, 783, 1190406, 27743, 784, 1090270
13071, 774, 1188280, 25986, 776, 1091173
13049, 787, 1201534, 19370, 789, 1091845
16213, 882, 1191159, 30778, 884, 1090360
19187, 782, 1180683, 22348, 784, 1088795
13181, 788, 1189728, 25707, 789, 1089121
13535, 789, 1190137, 27013, 791, 1089533
10326, 789, 1191284, 20633, 791, 1091958
16530, 785, 1202962, 26615, 786, 1091931
11472, 788, 1189182, 17953, 790, 1091357
10928, 853, 1183384, 19638, 786, 1088824
10716, 786, 1187115, 19485, 789, 1089358
11862, 798, 1196139, 19183, 799, 1090411
22492, 786, 1200369, 32471, 788, 1089967
14196, 785, 1194636, 24196, 788, 1090818
12259, 787, 1192931, 24154, 788, 1091304
18993, 788, 1192921, 29782, 789, 1089086
11319, 836, 1187472, 20558, 838, 1088508
12104, 783, 1191304, 21691, 786, 1088801
10893, 765, 1205235, 19617, 768, 1089619
11518, 778, 1195534, 20819, 781, 1090238
13176, 875, 1192938, 22998, 793, 1091665
11439, 782, 1197411, 17611, 784, 1091266
12847, 772, 1193963, 25181, 773, 1092000
19078, 766, 1205481, 28054, 769, 1091076
13298, 784, 1195255, 26350, 785, 1090761
13781, 785, 1185040, 26775, 787, 1088171
10841, 2644, 1189307, 21301, 862, 1088787
10945, 787, 1193535, 20999, 789, 1089383
12145, 770, 1203408, 21875, 771, 1089887
13502, 783, 1195773, 26295, 786, 1089910
12164, 788, 1193553, 22770, 790, 1091512
11241, 774, 1197831, 18168, 776, 1093213
11182, 788, 1196945, 21898, 789, 1091905
11110, 844, 1202041, 17925, 799, 1090706
12404, 811, 1194958, 24657, 814, 1089679
10953, 830, 1184294, 20851, 832, 1088780
12338, 787, 1192649, 23270, 789, 1090461
15479, 790, 1198006, 22122, 792, 1090277
11805, 787, 1200118, 21471, 789, 1091038
12787, 790, 1204189, 24823, 792, 1091047
12753, 790, 1194880, 23392, 792, 1092317
11987, 785, 1194228, 19458, 787, 1091642
13362, 769, 1195148, 24549, 772, 1090607
12757, 766, 1191505, 25489, 768, 1090069
12539, 849, 1204610, 22824, 852, 1088684
14397, 967, 1186413, 20348, 967, 1088778
12620, 786, 1193546, 25010, 789, 1090134
12741, 793, 1197977, 25231, 795, 1090058
11667, 768, 1204732, 23183, 770, 1090731
11354, 785, 1209145, 22565, 786, 1090797
12967, 783, 1197496, 24114, 786, 1090792
18378, 884, 1192238, 30483, 802, 1092047
18822, 827, 1194929, 29224, 784, 1091989
12647, 883, 1192378, 24024, 799, 1091303
13322, 771, 1195250, 24831, 773, 1090049
12277, 787, 1190441, 24380, 789, 1088422
13260, 790, 1190916, 24873, 793, 1089913
17147, 784, 1191431, 24685, 787, 1089775
11974, 767, 1193363, 23932, 768, 1091107
12499, 794, 1191227, 23822, 796, 1091326
12553, 899, 1205541, 24900, 804, 1091990
12629, 792, 1192194, 23960, 794, 1091015
18703, 980, 1180193, 24200, 865, 1088225
12549, 778, 1189212, 24617, 780, 1089121
15476, 783, 1185959, 28211, 785, 1089556
13987, 787, 1203116, 25226, 790, 1090853
10912, 801, 1190823, 21668, 788, 1091666
11007, 785, 1188302, 21863, 787, 1091265
14988, 769, 1181946, 26458, 771, 1088434
15252, 781, 1187409, 19224, 783, 1089382
12871, 793, 1192294, 24543, 795, 1089772
12927, 794, 1199743, 20331, 796, 1089098
10860, 798, 1189595, 21573, 800, 1091644
----------------

Detection method: Parallel
Clock = 44765609.000000, Chrono = 32917998, TimeR = 33.000000
Clock = 177281753.000000, Chrono = 365797321, TimeR = 366.000000

GPU use = 1
Name, asyncEngineCount, maxThreadsPerMultiProcessor, totalGlobalMem, totalConstMem, unifiedAddressing, multiProcessorCount, clockRate, concurrentKernels, deviceOverlap
GK20A, 1, 2048, 1984385024, 65536, 1, 1, 852000, 1, 1
clockPerSec,1000000
FPS=2.82037
transTime, feedNetTime, netTime, transClock, feedNetClock, netClock
12113, 302812, 690130, 11885, 336942, 964901
11901, 2347, 786623, 11759, 4597, 1055086
10788, 2266, 648363, 10588, 4535, 816973
11574, 2384, 742169, 11469, 4758, 996262
34846, 2228, 811362, 26786, 4460, 1112059
34138, 2234, 781821, 22824, 4469, 1097855
12899, 2218, 916159, 22848, 4441, 1231534
11634, 2215, 789775, 11524, 4435, 1100688
13849, 2462, 638907, 18594, 4933, 969287
14347, 2704, 753357, 24906, 5413, 1068367
13564, 2776, 821969, 12647, 5521, 1136912
12270, 2362, 788431, 19499, 4621, 1130459
13570, 2350, 855810, 21601, 4704, 1188342
27775, 2838, 722921, 43044, 5684, 1057153
13552, 2233, 766120, 21403, 4469, 1093320
14526, 2237, 875700, 21393, 4478, 1204346
11712, 2565, 871212, 11505, 5131, 1201109
11674, 2290, 868182, 12230, 4551, 1191401
11920, 2230, 687104, 11280, 4462, 1001863
15393, 2251, 704547, 11648, 4505, 980082
11565, 2591, 803653, 19165, 5171, 1108624
12827, 2245, 818000, 21248, 4493, 1118831
15802, 2230, 590535, 23062, 4464, 775651
12846, 2240, 796815, 18814, 4485, 1131071
12538, 2581, 785958, 20113, 5167, 1123219
12796, 2247, 890988, 21660, 4499, 1211728
12457, 2316, 528032, 20428, 4636, 680528
13506, 2223, 633329, 17492, 4448, 795285
11210, 10234, 526015, 19994, 12126, 676458
11828, 2547, 523199, 11528, 5097, 689062
11643, 2847, 523854, 11198, 5584, 680748
12096, 2254, 572817, 12294, 4487, 714106
14935, 2389, 594938, 15335, 4659, 745694
19419, 2253, 641285, 24619, 4490, 787489
18227, 2881, 549738, 22294, 5765, 708206
14212, 2742, 587304, 20949, 5345, 750497
11844, 2562, 629755, 12876, 5128, 782732
12269, 2763, 543463, 15330, 5531, 748113
14656, 2575, 804325, 12281, 5155, 1134182
14844, 2560, 878068, 21046, 5124, 1209481
11266, 2236, 809981, 10637, 4475, 1132135
16495, 2525, 763732, 21342, 5057, 1046096
14839, 2268, 709676, 16271, 4348, 984871
12942, 2716, 749205, 19593, 5417, 1042723
12495, 2230, 668430, 20631, 4463, 675353
12907, 2708, 722942, 21193, 2687, 281495
11980, 4270, 694243, 12640, 4011, 289312
12518, 3985, 604902, 11812, 3893, 269675
10501, 5488, 672205, 11538, 4746, 291724
11395, 3888, 788638, 11387, 3799, 289737
12078, 3355, 809596, 17396, 3301, 281708
12088, 2691, 822376, 20073, 2692, 282270
11955, 3101, 771935, 19777, 3102, 302711
11932, 3925, 756586, 19655, 3853, 279131
11834, 3830, 662757, 19342, 3831, 288418
12599, 2499, 629954, 19070, 2483, 283930
12543, 8707, 689115, 15726, 8616, 284845
12060, 3528, 669149, 19966, 3531, 292010
11893, 3902, 784269, 15779, 3903, 286894
12476, 3259, 731463, 12463, 3135, 278291
11994, 3716, 721286, 15466, 3695, 272958
11813, 3237, 746517, 13444, 3217, 287701
12558, 3919, 824336, 12507, 3613, 299352
12633, 2588, 798999, 21062, 2589, 284981
12527, 3188, 791350, 20670, 2919, 285988
11879, 2698, 730300, 19538, 2700, 285562
12263, 3378, 711915, 16097, 3356, 271373
12911, 2415, 797276, 21276, 2417, 284306
11791, 4034, 760748, 19555, 4017, 293621
10614, 9323, 825739, 11871, 6287, 289605
11605, 3379, 723204, 11597, 3356, 275937
13327, 4190, 746843, 18745, 3895, 280113
10373, 4994, 734627, 10363, 3170, 274094
11429, 4137, 681945, 11421, 4116, 285473
11162, 3344, 749825, 11153, 3346, 292140
13865, 3114, 602498, 18392, 3096, 279652
12351, 3696, 733212, 18535, 3698, 301729
12957, 3889, 774042, 21515, 3890, 287291
11711, 5336, 774917, 19705, 4761, 282535
12408, 2480, 698070, 20447, 2481, 289928
11777, 3017, 712563, 19569, 2876, 289844
12719, 3749, 766840, 15699, 3583, 288407
12018, 5837, 792721, 19942, 5222, 297036
12590, 8033, 768330, 13648, 4993, 295029
12393, 5386, 654919, 12384, 5242, 275109
11463, 3455, 647079, 11454, 3434, 277326
11470, 3952, 777255, 11461, 3953, 269210
13467, 2708, 755956, 22394, 2497, 301734
12350, 11147, 658545, 20500, 2348, 294209
12658, 3838, 723970, 18092, 3840, 286941
12421, 5197, 694817, 20052, 3480, 276088
12023, 9375, 738790, 19935, 6200, 284267
11842, 3468, 675106, 14881, 3449, 280362
11976, 3476, 643493, 19886, 3344, 279223
11548, 3846, 705978, 19140, 3848, 282143
12042, 3041, 579431, 12800, 3022, 270452
12047, 3775, 760856, 14656, 3776, 298861
12793, 6433, 665940, 18272, 6181, 276985
12418, 5304, 593275, 20595, 4856, 270532
11750, 3914, 702322, 19448, 3916, 292555
12450, 3494, 680244, 17934, 3082, 277756
12192, 4072, 622578, 17742, 3967, 288213
10969, 4970, 708492, 14958, 4796, 285376
12084, 3798, 586066, 19973, 3692, 285667
11606, 6002, 688482, 19291, 5339, 309388
12751, 4374, 801310, 19706, 4112, 297295
13827, 5477, 579998, 24127, 4913, 265367
11561, 2739, 642004, 11552, 2543, 266128
14623, 17945, 746751, 20326, 5334, 286280
13185, 3233, 836313, 19492, 3215, 302971
13136, 4636, 564964, 21108, 4614, 261367
12326, 2766, 746401, 20366, 2717, 296415
11814, 16693, 711060, 13689, 4322, 290258
11280, 4050, 717396, 17544, 3888, 288299
12378, 3892, 700194, 20450, 3856, 285167
12677, 5497, 758221, 19782, 3899, 283216
11149, 2883, 567191, 16910, 2866, 266213
13155, 2268, 634940, 20287, 2261, 268205
11968, 4817, 706787, 11960, 4793, 293128
11469, 19545, 714232, 11460, 3848, 296778
11951, 3652, 849531, 11940, 3393, 309416
12198, 3801, 725413, 20176, 3660, 293630
12981, 14384, 765275, 20464, 3944, 277069
13132, 2233, 787601, 15075, 2234, 291431
12209, 3827, 715546, 18628, 2288, 284092
12582, 4102, 708647, 20747, 4002, 278708
11191, 5471, 706206, 15532, 5448, 298302
12093, 8859, 718290, 16878, 8643, 283050
11758, 9460, 738153, 19434, 4623, 292422
12183, 3926, 657523, 15679, 3911, 287911
11675, 4589, 758050, 11666, 4443, 286715
11998, 2553, 718604, 12602, 2445, 300436
12519, 5178, 729228, 21153, 4953, 277639
12180, 3811, 723818, 13001, 3812, 276884
13601, 2977, 706538, 21023, 2736, 277624
12164, 2769, 723375, 19964, 2755, 283752
12589, 3126, 658240, 20449, 2976, 291741
11644, 5179, 794112, 13544, 4846, 284434
12149, 5700, 734214, 20047, 5361, 287797
12329, 3461, 670363, 15451, 3369, 294921
13009, 3964, 690599, 25886, 3850, 284504
12853, 5807, 739963, 25624, 5399, 271022
12157, 3617, 695476, 16733, 3595, 282258
12631, 3980, 721837, 17010, 3900, 279608
11416, 3119, 750900, 11408, 3043, 279146
11410, 2844, 822832, 11402, 2706, 294749
11633, 3357, 786179, 15988, 3337, 290389
11467, 2598, 665925, 11458, 2410, 289570
12712, 26667, 740918, 19868, 11081, 282664
12338, 3125, 741855, 20395, 2937, 296376
11718, 27752, 709849, 19757, 11414, 300446
11420, 3823, 663346, 17984, 3826, 283482
11664, 8990, 770923, 19247, 8851, 297058
13231, 8916, 811060, 18318, 2665, 285337
12508, 2234, 617978, 20508, 2236, 278498
12002, 3875, 754362, 19836, 3876, 282102
12022, 3515, 791427, 19953, 3385, 306405
10771, 17728, 712092, 11254, 4806, 293391
14365, 2760, 774371, 17265, 2744, 293316
10356, 3843, 837491, 10347, 3845, 290370
12447, 5281, 784622, 12437, 5283, 287579
13088, 3099, 622485, 20696, 3100, 291959
12414, 8774, 762817, 20515, 8654, 301510
12553, 3043, 802782, 16167, 3025, 306658
12025, 3438, 785804, 19843, 3440, 289717
12360, 3354, 738514, 19615, 3356, 280220
12220, 3914, 739517, 20121, 3915, 302912
12299, 6056, 716758, 20274, 3636, 286441
11617, 3561, 619331, 19201, 3335, 267204
11502, 2774, 712263, 17270, 2646, 271592
12146, 3352, 672591, 15473, 2929, 288765
11458, 3315, 822624, 11449, 3263, 291624
12247, 3382, 913946, 12893, 3361, 289227
11541, 10161, 612874, 11533, 2618, 288557
12878, 4074, 683117, 15281, 3955, 291595
12589, 3126, 641019, 20892, 3108, 284841
11658, 15989, 756696, 19420, 4158, 288953
13368, 3312, 675035, 16316, 3222, 306923
11845, 2591, 814552, 19705, 2593, 293677
12405, 3948, 708953, 20504, 3847, 290879
11805, 3804, 692057, 19504, 3805, 276686
11365, 3586, 681882, 18832, 3472, 274777
12489, 3103, 809845, 14834, 2920, 283469
11799, 3384, 725106, 17501, 3367, 284266
11839, 3979, 693622, 11829, 3949, 287455
11068, 3052, 714301, 11060, 3032, 287828
12035, 2675, 607108, 12026, 2609, 273148
13284, 2322, 608422, 21920, 2245, 281728
12098, 3813, 764055, 20014, 3703, 310161
11994, 4032, 628240, 17945, 3925, 285646
12003, 5449, 693677, 19849, 5370, 284010
12915, 3866, 683184, 16840, 3868, 276040
12767, 3368, 643192, 19371, 3346, 278568
12643, 18802, 650326, 18863, 4985, 274193
12191, 4056, 651176, 20296, 3946, 294845
12148, 8798, 757290, 15666, 6552, 293377
12124, 2584, 607632, 16843, 2586, 274442
11300, 3923, 715644, 11290, 3925, 291856
11837, 3867, 957719, 12523, 3760, 297515
11930, 3389, 647088, 18256, 3369, 273725
11043, 20653, 623784, 11033, 5879, 263873
11474, 3468, 610915, 11465, 3450, 280871
11245, 3576, 734636, 11238, 3363, 285160
11503, 3903, 660295, 11494, 3906, 289800
12401, 2873, 831181, 20016, 2724, 290563
12996, 3144, 572599, 20307, 3069, 267824
11337, 3399, 670424, 18732, 3379, 289950
11578, 3718, 736557, 19206, 3431, 289626
11320, 3776, 810703, 18743, 3645, 292124
10738, 4167, 768254, 12405, 4100, 299553
12519, 3921, 645512, 16699, 3850, 270054
12339, 3675, 726409, 18238, 3678, 298310
12984, 16767, 737893, 18022, 12593, 281259
11449, 3468, 759597, 11867, 3368, 302250
13651, 3979, 873304, 23398, 3829, 310791
11226, 3818, 771553, 11218, 3724, 287974
11751, 3847, 780867, 11743, 3849, 306061
12151, 3370, 714961, 17054, 3371, 289134
11060, 3437, 854227, 11052, 3374, 279967
13302, 4885, 806890, 16892, 3188, 294887
12535, 4159, 709431, 20125, 4015, 284277
13071, 2782, 722338, 18190, 2687, 281158
12687, 10998, 694034, 20865, 2379, 271704
12354, 2695, 683820, 20426, 2697, 280376
12716, 3528, 735806, 17624, 3372, 287961
12709, 4293, 709668, 16689, 4100, 282809
11747, 5667, 693159, 17512, 5429, 280991
12312, 4067, 751145, 14989, 3956, 302471
12556, 7074, 732309, 16439, 3992, 282558
11970, 2061, 590282, 12736, 2063, 266332
12362, 2736, 714395, 19066, 2738, 283895
13888, 3526, 821506, 21472, 3394, 307769
12711, 3051, 604882, 15526, 3030, 277887
12161, 3848, 786702, 16956, 3850, 303479
12304, 3966, 793539, 14360, 3899, 304587
13249, 4056, 808536, 20293, 4058, 304721
11637, 4066, 895050, 19260, 4067, 286999
16633, 10376, 685897, 21136, 2784, 296816
12075, 3350, 817417, 19954, 3295, 291154
12153, 3654, 788636, 19262, 3461, 305006
12401, 3900, 635919, 11642, 3728, 275673
